feature,importance
num_lab_procedures,0.11969949347129054
diag_3,0.0821629077549239
diag_2,0.07817941976078724
diag_1,0.07755770580261731
num_medications,0.07709543883664932
medical_specialty,0.06567380081215565
time_in_hospital,0.06132010323209798
number_diagnoses,0.060178863223267556
payer_code,0.042258817706279865
insulin,0.0418462034273901
race,0.03618249608218917
admission_type_id,0.03125002418731072
admission_source_id,0.03017775930998194
gender,0.028272707741116666
A1Cresult,0.02730783015427337
number_inpatient,0.024376551338880625
num_procedures,0.01948591733527554
number_emergency,0.017816373314795526
discharge_disposition_id,0.015199086928149084
change,0.014920432397130862
number_outpatient,0.012638971503377758
metformin,0.01052574532432583
diabetesMed,0.009298831514236737
weight,0.008134217394995256
max_glu_serum,0.00439234994946622
glimepiride,0.0012751737503322103
glyburide,0.0011410526821638606
glipizide,0.0004498941127708885
rosiglitazone,0.00044611672686871716
pioglitazone,0.0002709574878296513
nateglinide,0.00024945799735781224
repaglinide,0.00021529873971206864
age,0.0
tolbutamide,0.0
chlorpropamide,0.0
acetohexamide,0.0
troglitazone,0.0
tolazamide,0.0
miglitol,0.0
acarbose,0.0
citoglipton,0.0
examide,0.0
glyburide-metformin,0.0
glipizide-metformin,0.0
metformin-rosiglitazone,0.0
glimepiride-pioglitazone,0.0
metformin-pioglitazone,0.0
age_numeric,0.0
