feature,importance
diag_1,0.08866075690498262
num_lab_procedures,0.0814448283446313
diag_3,0.0770377441428658
num_medications,0.07555270399474355
diag_2,0.07461589837215134
time_in_hospital,0.055011188140732775
number_inpatient,0.05468362475303006
number_diagnoses,0.051334764526407915
payer_code,0.04287115967494837
medical_specialty,0.04234486267965308
num_procedures,0.03756771771652403
number_emergency,0.03288778334174037
insulin,0.03084851452624896
admission_type_id,0.0295474722136606
admission_source_id,0.026910714781159292
race,0.026505693105383456
discharge_disposition_id,0.021399550507087205
A1Cresult,0.020973521588872137
metformin,0.017281802947799425
gender,0.01722184668184916
number_outpatient,0.014749811055561977
change,0.013794053219117723
diabetesMed,0.012095520643977172
glipizide,0.010730945322151741
max_glu_serum,0.007422887574999673
glyburide,0.0071655216776052195
pioglitazone,0.007007481793114891
weight,0.006696168447602347
rosiglitazone,0.0066407356885143
glimepiride,0.004232263491869022
nateglinide,0.0014553863590699761
glyburide-metformin,0.001057292980058211
repaglinide,0.0008783694449238143
chlorpropamide,0.000551165600853029
acarbose,0.000530325429062248
tolbutamide,0.00019461618300349267
tolazamide,9.530614404355388e-05
age,0.0
acetohexamide,0.0
troglitazone,0.0
citoglipton,0.0
examide,0.0
miglitol,0.0
glipizide-metformin,0.0
metformin-rosiglitazone,0.0
glimepiride-pioglitazone,0.0
metformin-pioglitazone,0.0
age_numeric,0.0
