feature,importance
diag_1,0.13007909924241665
num_lab_procedures,0.10555115642368564
num_medications,0.09765128812213668
diag_2,0.08529266685672926
medical_specialty,0.08379829864876479
time_in_hospital,0.07141249556718245
admission_type_id,0.06911165930806523
admission_source_id,0.06655172426120086
diag_3,0.06586988791393777
insulin,0.05508029693536455
number_diagnoses,0.04181086359977873
change,0.04164826338850249
A1Cresult,0.02421919118232443
gender,0.018585609366285755
race,0.016508314180435735
diabetesMed,0.01145550059309033
num_procedures,0.009932536268511207
discharge_disposition_id,0.0034944797888600385
number_inpatient,0.0019466683527274364
number_emergency,0.0
number_outpatient,0.0
nateglinide,0.0
chlorpropamide,0.0
glimepiride,0.0
acetohexamide,0.0
glipizide,0.0
max_glu_serum,0.0
metformin,0.0
repaglinide,0.0
pioglitazone,0.0
tolbutamide,0.0
glyburide,0.0
rosiglitazone,0.0
troglitazone,0.0
tolazamide,0.0
miglitol,0.0
acarbose,0.0
citoglipton,0.0
examide,0.0
glyburide-metformin,0.0
glipizide-metformin,0.0
metformin-rosiglitazone,0.0
glimepiride-pioglitazone,0.0
metformin-pioglitazone,0.0
age_numeric,0.0
